,stationId,utc_time,PM2.5,PM10,NO2,CO,O3,SO2
4104,CD1,2018-04-09 08:00:00,29.4,32.8,73.6,,,
4105,BL0,2018-04-09 08:00:00,27.6,31.1,64.6,,,
4106,GR4,2018-04-09 08:00:00,22.6,28.0,29.5,,,
4107,MY7,2018-04-09 08:00:00,25.2,39.2,,,,
4108,HV1,2018-04-09 08:00:00,15.3,19.2,32.5,,,
4109,GN3,2018-04-09 08:00:00,31.2,39.2,56.9,,,
4110,GR9,2018-04-09 08:00:00,27.9,41.5,75.4,,,
4111,LW2,2018-04-09 08:00:00,29.4,32.6,57.0,,,
4112,GN0,2018-04-09 08:00:00,31.9,32.1,52.6,,,
4113,KF1,2018-04-09 08:00:00,22.8,27.0,,,,
4114,CD9,2018-04-09 08:00:00,27.1,28.1,98.4,,,
4115,CT3,2018-04-09 08:00:00,35.0,34.6,49.8,,,
4116,CT2,2018-04-09 08:00:00,38.0,,,,,
4117,BX9,2018-04-09 08:00:00,30.0,,,,,
4118,BX1,2018-04-09 08:00:00,,25.6,23.2,,,
4119,TH4,2018-04-09 08:00:00,30.2,36.8,53.3,,,
4120,ST5,2018-04-09 08:00:00,26.0,24.0,36.6,,,
4121,RB7,2018-04-09 08:00:00,30.0,,29.1,,,
4122,TD5,2018-04-09 08:00:00,26.1,,,,,
4123,CD1,2018-04-09 09:00:00,32.2,37.5,81.8,,,
4124,BL0,2018-04-09 09:00:00,28.8,34.3,64.1,,,
4125,GR4,2018-04-09 09:00:00,19.7,22.8,32.5,,,
4126,MY7,2018-04-09 09:00:00,31.7,38.9,,,,
4127,HV1,2018-04-09 09:00:00,17.6,22.0,24.9,,,
4128,GN3,2018-04-09 09:00:00,26.3,31.5,63.1,,,
4129,GR9,2018-04-09 09:00:00,27.1,35.6,71.0,,,
4130,LW2,2018-04-09 09:00:00,30.4,33.1,52.3,,,
4131,GN0,2018-04-09 09:00:00,27.0,23.2,45.4,,,
4132,KF1,2018-04-09 09:00:00,24.5,28.6,,,,
4133,CD9,2018-04-09 09:00:00,30.1,32.0,98.6,,,
4134,CT3,2018-04-09 09:00:00,37.0,35.8,44.6,,,
4135,CT2,2018-04-09 09:00:00,37.0,,,,,
4136,BX9,2018-04-09 09:00:00,20.5,,,,,
4137,BX1,2018-04-09 09:00:00,,22.0,23.6,,,
4138,TH4,2018-04-09 09:00:00,23.2,32.0,50.4,,,
4139,ST5,2018-04-09 09:00:00,26.0,30.0,44.3,,,
4140,RB7,2018-04-09 09:00:00,28.0,,28.5,,,
4141,TD5,2018-04-09 09:00:00,29.3,,,,,
4142,CD1,2018-04-09 10:00:00,27.8,28.2,84.0,,,
4143,BL0,2018-04-09 10:00:00,20.7,26.2,69.0,,,
4144,GR4,2018-04-09 10:00:00,16.6,16.4,31.1,,,
4145,MY7,2018-04-09 10:00:00,24.9,34.1,,,,
4146,HV1,2018-04-09 10:00:00,10.1,12.2,22.6,,,
4147,GN3,2018-04-09 10:00:00,23.8,28.8,63.8,,,
4148,GR9,2018-04-09 10:00:00,20.0,24.9,71.0,,,
4149,LW2,2018-04-09 10:00:00,24.0,21.5,59.4,,,
4150,GN0,2018-04-09 10:00:00,22.0,20.4,46.4,,,
4151,KF1,2018-04-09 10:00:00,20.5,23.2,,,,
4152,CD9,2018-04-09 10:00:00,22.6,24.4,96.4,,,
4153,CT3,2018-04-09 10:00:00,24.0,22.6,50.9,,,
4154,CT2,2018-04-09 10:00:00,28.0,,,,,
4155,BX9,2018-04-09 10:00:00,18.1,,,,,
4156,BX1,2018-04-09 10:00:00,,22.0,34.5,,,
4157,TH4,2018-04-09 10:00:00,17.7,26.5,46.8,,,
4158,ST5,2018-04-09 10:00:00,27.0,27.0,43.3,,,
4159,RB7,2018-04-09 10:00:00,28.0,,27.0,,,
4160,TD5,2018-04-09 10:00:00,25.3,,,,,
4161,CD1,2018-04-09 11:00:00,22.2,23.4,66.4,,,
4162,BL0,2018-04-09 11:00:00,18.6,24.2,71.7,,,
4163,GR4,2018-04-09 11:00:00,18.8,20.8,29.9,,,
4164,MY7,2018-04-09 11:00:00,25.4,32.7,,,,
4165,HV1,2018-04-09 11:00:00,10.6,10.6,27.3,,,
4166,GN3,2018-04-09 11:00:00,20.7,24.4,60.1,,,
4167,GR9,2018-04-09 11:00:00,17.8,24.9,66.0,,,
4168,LW2,2018-04-09 11:00:00,24.6,25.9,61.7,,,
4169,GN0,2018-04-09 11:00:00,18.9,19.3,44.6,,,
4170,KF1,2018-04-09 11:00:00,17.0,19.3,,,,
4171,CD9,2018-04-09 11:00:00,16.8,18.0,84.9,,,
4172,CT3,2018-04-09 11:00:00,20.0,22.6,48.0,,,
4173,CT2,2018-04-09 11:00:00,27.0,,,,,
4174,BX9,2018-04-09 11:00:00,16.5,,,,,
4175,BX1,2018-04-09 11:00:00,,18.0,29.0,,,
4176,TH4,2018-04-09 11:00:00,14.9,20.8,37.2,,,
4177,ST5,2018-04-09 11:00:00,25.0,26.0,43.0,,,
4178,RB7,2018-04-09 11:00:00,21.0,,27.9,,,
4179,TD5,2018-04-09 11:00:00,22.4,,,,,
4180,CD1,2018-04-09 12:00:00,20.7,17.6,59.3,,,
4181,BL0,2018-04-09 12:00:00,16.1,20.6,71.7,,,
4182,GR4,2018-04-09 12:00:00,14.5,17.3,28.0,,,
4183,MY7,2018-04-09 12:00:00,21.7,28.7,,,,
4184,HV1,2018-04-09 12:00:00,15.2,14.4,29.7,,,
4185,GN3,2018-04-09 12:00:00,19.4,22.0,51.2,,,
4186,GR9,2018-04-09 12:00:00,14.7,24.3,60.7,,,
4187,LW2,2018-04-09 12:00:00,22.1,23.9,60.8,,,
4188,GN0,2018-04-09 12:00:00,17.4,18.3,52.9,,,
4189,KF1,2018-04-09 12:00:00,15.1,16.8,,,,
4190,CD9,2018-04-09 12:00:00,20.3,20.6,88.9,,,
4191,CT3,2018-04-09 12:00:00,18.0,21.0,48.7,,,
4192,CT2,2018-04-09 12:00:00,22.0,,,,,
4193,BX9,2018-04-09 12:00:00,14.5,,,,,
4194,BX1,2018-04-09 12:00:00,,15.4,23.9,,,
4195,TH4,2018-04-09 12:00:00,14.7,19.5,48.0,,,
4196,ST5,2018-04-09 12:00:00,22.0,22.0,41.7,,,
4197,RB7,2018-04-09 12:00:00,-14.0,,33.7,,,
4198,TD5,2018-04-09 12:00:00,21.2,,,,,
4199,CD1,2018-04-09 13:00:00,18.3,16.6,56.4,,,
4200,BL0,2018-04-09 13:00:00,16.4,17.1,75.5,,,
4201,GR4,2018-04-09 13:00:00,12.0,15.0,21.4,,,
4202,MY7,2018-04-09 13:00:00,19.4,25.0,,,,
4203,HV1,2018-04-09 13:00:00,10.9,11.6,21.1,,,
4204,GN3,2018-04-09 13:00:00,20.1,21.7,57.0,,,
4205,GR9,2018-04-09 13:00:00,13.2,17.6,47.2,,,
4206,LW2,2018-04-09 13:00:00,14.4,21.7,55.6,,,
4207,GN0,2018-04-09 13:00:00,20.7,17.5,59.4,,,
4208,KF1,2018-04-09 13:00:00,13.5,15.2,,,,
4209,CD9,2018-04-09 13:00:00,20.0,19.7,91.1,,,
4210,CT3,2018-04-09 13:00:00,18.0,20.8,57.7,,,
4211,CT2,2018-04-09 13:00:00,22.0,,,,,
4212,BX9,2018-04-09 13:00:00,16.2,,,,,
4213,BX1,2018-04-09 13:00:00,,17.7,30.0,,,
4214,TH4,2018-04-09 13:00:00,17.9,21.2,63.0,,,
4215,ST5,2018-04-09 13:00:00,21.0,17.0,37.5,,,
4216,RB7,2018-04-09 13:00:00,-14.0,,35.9,,,
4217,TD5,2018-04-09 13:00:00,20.4,,,,,
4218,CD1,2018-04-09 14:00:00,17.1,15.8,46.1,,,
4219,BL0,2018-04-09 14:00:00,15.8,17.5,65.6,,,
4220,GR4,2018-04-09 14:00:00,11.9,19.9,25.2,,,
4221,MY7,2018-04-09 14:00:00,20.4,24.3,,,,
4222,HV1,2018-04-09 14:00:00,12.9,12.9,19.2,,,
4223,GN3,2018-04-09 14:00:00,18.3,19.9,50.6,,,
4224,GR9,2018-04-09 14:00:00,16.8,16.7,46.3,,,
4225,LW2,2018-04-09 14:00:00,13.0,20.2,56.1,,,
4226,GN0,2018-04-09 14:00:00,20.4,14.3,48.0,,,
4227,KF1,2018-04-09 14:00:00,12.8,14.3,,,,
4228,CD9,2018-04-09 14:00:00,18.1,17.5,74.1,,,
4229,CT3,2018-04-09 14:00:00,18.0,20.6,49.0,,,
4230,CT2,2018-04-09 14:00:00,19.0,,,,,
4231,BX9,2018-04-09 14:00:00,16.9,,,,,
4232,BX1,2018-04-09 14:00:00,,17.3,26.2,,,
4233,TH4,2018-04-09 14:00:00,16.2,22.2,48.3,,,
4234,ST5,2018-04-09 14:00:00,15.0,12.0,32.4,,,
4235,RB7,2018-04-09 14:00:00,20.0,,25.6,,,
4236,TD5,2018-04-09 14:00:00,18.8,,,,,
4237,CD1,2018-04-09 15:00:00,15.7,13.7,34.8,,,
4238,BL0,2018-04-09 15:00:00,14.6,17.7,63.5,,,
4239,GR4,2018-04-09 15:00:00,12.0,12.8,18.0,,,
4240,MY7,2018-04-09 15:00:00,19.3,19.7,,,,
4241,HV1,2018-04-09 15:00:00,14.2,14.2,16.4,,,
4242,GN3,2018-04-09 15:00:00,17.7,19.7,44.9,,,
4243,GR9,2018-04-09 15:00:00,10.2,15.8,35.1,,,
4244,LW2,2018-04-09 15:00:00,13.0,17.7,47.2,,,
4245,GN0,2018-04-09 15:00:00,17.2,16.9,45.8,,,
4246,KF1,2018-04-09 15:00:00,10.7,11.8,,,,
4247,CD9,2018-04-09 15:00:00,12.3,12.9,68.1,,,
4248,CT3,2018-04-09 15:00:00,21.0,21.6,42.4,,,
4249,CT2,2018-04-09 15:00:00,20.0,,,,,
4250,BX9,2018-04-09 15:00:00,13.3,,,,,
4251,BX1,2018-04-09 15:00:00,,14.4,26.8,,,
4252,TH4,2018-04-09 15:00:00,16.7,20.6,41.8,,,
4253,ST5,2018-04-09 15:00:00,12.0,9.0,22.6,,,
4254,RB7,2018-04-09 15:00:00,15.0,,20.4,,,
4255,TD5,2018-04-09 15:00:00,12.2,,,,,
4256,CD1,2018-04-09 16:00:00,15.0,13.2,29.0,,,
4257,BL0,2018-04-09 16:00:00,14.2,16.5,52.0,,,
4258,GR4,2018-04-09 16:00:00,13.5,11.2,26.6,,,
4259,MY7,2018-04-09 16:00:00,17.3,18.7,,,,
4260,HV1,2018-04-09 16:00:00,14.5,14.2,11.3,,,
4261,GN3,2018-04-09 16:00:00,16.7,20.4,33.9,,,
4262,GR9,2018-04-09 16:00:00,8.8,16.3,39.8,,,
4263,LW2,2018-04-09 16:00:00,15.9,18.2,49.0,,,
4264,GN0,2018-04-09 16:00:00,21.7,15.3,46.4,,,
4265,KF1,2018-04-09 16:00:00,12.0,13.1,,,,
4266,CD9,2018-04-09 16:00:00,13.9,13.6,64.8,,,
4267,CT3,2018-04-09 16:00:00,30.0,18.8,40.5,,,
4268,CT2,2018-04-09 16:00:00,21.0,,,,,
4269,BX9,2018-04-09 16:00:00,15.1,,,,,
4270,BX1,2018-04-09 16:00:00,,,46.4,,,
4271,TH4,2018-04-09 16:00:00,15.2,19.0,39.8,,,
4272,ST5,2018-04-09 16:00:00,14.0,16.0,25.6,,,
4273,RB7,2018-04-09 16:00:00,15.0,,21.7,,,
4274,TD5,2018-04-09 16:00:00,12.6,,,,,
4275,CD1,2018-04-09 17:00:00,14.1,12.3,22.3,,,
4276,BL0,2018-04-09 17:00:00,12.2,13.3,33.1,,,
4277,GR4,2018-04-09 17:00:00,15.6,13.9,27.7,,,
4278,MY7,2018-04-09 17:00:00,12.0,14.2,,,,
4279,HV1,2018-04-09 17:00:00,10.6,10.3,8.6,,,
4280,GN3,2018-04-09 17:00:00,14.6,16.2,14.8,,,
4281,GR9,2018-04-09 17:00:00,14.9,18.7,49.5,,,
4282,LW2,2018-04-09 17:00:00,14.7,18.0,43.4,,,
4283,GN0,2018-04-09 17:00:00,15.2,12.8,37.9,,,
4284,KF1,2018-04-09 17:00:00,9.8,10.8,,,,
4285,CD9,2018-04-09 17:00:00,13.3,12.9,53.3,,,
4286,CT3,2018-04-09 17:00:00,15.0,18.4,22.2,,,
4287,CT2,2018-04-09 17:00:00,21.0,,,,,
4288,BX9,2018-04-09 17:00:00,16.7,,,,,
4289,BX1,2018-04-09 17:00:00,,,14.9,,,
4290,TH4,2018-04-09 17:00:00,12.4,16.7,16.6,,,
4291,ST5,2018-04-09 17:00:00,13.0,9.0,24.4,,,
4292,RB7,2018-04-09 17:00:00,19.0,,16.0,,,
4293,TD5,2018-04-09 17:00:00,11.7,,,,,
4294,CD1,2018-04-09 18:00:00,14.5,15.1,18.5,,,
4295,BL0,2018-04-09 18:00:00,14.2,15.8,28.9,,,
4296,GR4,2018-04-09 18:00:00,12.6,16.1,19.1,,,
4297,MY7,2018-04-09 18:00:00,13.8,16.2,,,,
4298,HV1,2018-04-09 18:00:00,7.6,7.8,7.6,,,
4299,GN3,2018-04-09 18:00:00,13.7,15.1,15.3,,,
4300,GR9,2018-04-09 18:00:00,15.2,18.5,37.9,,,
4301,LW2,2018-04-09 18:00:00,15.5,14.8,34.4,,,
4302,GN0,2018-04-09 18:00:00,15.1,12.6,35.5,,,
4303,KF1,2018-04-09 18:00:00,10.6,11.7,,,,
4304,CD9,2018-04-09 18:00:00,14.8,14.6,53.3,,,
4305,CT3,2018-04-09 18:00:00,22.0,16.2,18.8,,,
4306,CT2,2018-04-09 18:00:00,24.0,,,,,
4307,BX9,2018-04-09 18:00:00,15.7,,,,,
4308,BX1,2018-04-09 18:00:00,,,10.6,,,
4309,TH4,2018-04-09 18:00:00,16.8,19.0,20.4,,,
4310,ST5,2018-04-09 18:00:00,14.0,14.0,26.8,,,
4311,RB7,2018-04-09 18:00:00,14.0,,15.4,,,
4312,TD5,2018-04-09 18:00:00,14.9,,,,,
4313,CD1,2018-04-09 19:00:00,14.3,12.9,24.0,,,
4314,BL0,2018-04-09 19:00:00,11.3,14.0,30.8,,,
4315,GR4,2018-04-09 18:00:00,12.6,16.1,19.1,,,
4316,MY7,2018-04-09 19:00:00,13.1,13.8,,,,
4317,HV1,2018-04-09 19:00:00,14.8,14.3,11.6,,,
4318,GN3,2018-04-09 19:00:00,14.7,17.6,21.2,,,
4319,GR9,2018-04-09 19:00:00,12.9,20.3,45.5,,,
4320,LW2,2018-04-09 19:00:00,15.8,22.5,51.3,,,
4321,GN0,2018-04-09 19:00:00,17.5,13.6,41.0,,,
4322,KF1,2018-04-09 19:00:00,10.4,11.3,,,,
4323,CD9,2018-04-09 19:00:00,14.6,14.4,58.3,,,
4324,CT3,2018-04-09 19:00:00,15.0,17.6,14.1,,,
4325,CT2,2018-04-09 19:00:00,17.0,,,,,
4326,BX9,2018-04-09 19:00:00,13.4,,,,,
4327,BX1,2018-04-09 19:00:00,,,14.5,,,
4328,TH4,2018-04-09 19:00:00,14.6,21.0,38.1,,,
4329,ST5,2018-04-09 19:00:00,14.0,30.0,27.3,,,
4330,RB7,2018-04-09 19:00:00,15.0,,15.8,,,
4331,TD5,2018-04-09 19:00:00,14.5,,,,,
4332,CD1,2018-04-09 20:00:00,16.1,14.5,23.5,,,
4333,BL0,2018-04-09 20:00:00,13.1,15.6,33.3,,,
4334,GR4,2018-04-09 20:00:00,15.2,15.6,16.8,,,
4335,MY7,2018-04-09 20:00:00,14.3,16.6,,,,
4336,HV1,2018-04-09 20:00:00,11.8,11.7,10.3,,,
4337,GN3,2018-04-09 20:00:00,14.2,14.4,29.1,,,
4338,GR9,2018-04-09 20:00:00,19.0,24.7,64.1,,,
4339,LW2,2018-04-09 20:00:00,17.7,15.8,56.0,,,
4340,GN0,2018-04-09 20:00:00,13.0,14.6,58.1,,,
4341,KF1,2018-04-09 20:00:00,11.8,12.8,,,,
4342,CD9,2018-04-09 20:00:00,16.7,17.3,76.1,,,
4343,CT3,2018-04-09 20:00:00,14.0,19.0,17.1,,,
4344,CT2,2018-04-09 20:00:00,15.0,,,,,
4345,BX9,2018-04-09 20:00:00,14.5,,,,,
4346,BX1,2018-04-09 20:00:00,,,30.7,,,
4347,TH4,2018-04-09 20:00:00,12.3,17.2,27.0,,,
4348,ST5,2018-04-09 20:00:00,15.0,20.0,26.0,,,
4349,RB7,2018-04-09 20:00:00,14.0,,20.7,,,
4350,TD5,2018-04-09 20:00:00,16.7,,,,,
4351,CD1,2018-04-09 21:00:00,11.9,11.5,51.5,,,
4352,BL0,2018-04-09 21:00:00,9.2,11.4,43.6,,,
4353,GR4,2018-04-09 21:00:00,14.1,15.2,22.8,,,
4354,MY7,2018-04-09 21:00:00,10.8,12.3,,,,
4355,HV1,2018-04-09 21:00:00,8.5,10.5,13.8,,,
4356,GN3,2018-04-09 21:00:00,11.9,14.6,26.4,,,
4357,GR9,2018-04-09 21:00:00,21.6,26.4,89.5,,,
4358,LW2,2018-04-09 21:00:00,15.8,13.9,70.1,,,
4359,GN0,2018-04-09 21:00:00,13.3,14.9,82.4,,,
4360,KF1,2018-04-09 21:00:00,9.6,10.7,,,,
4361,CD9,2018-04-09 21:00:00,12.5,14.2,96.1,,,
4362,CT3,2018-04-09 21:00:00,2.0,16.2,36.2,,,
4363,CT2,2018-04-09 21:00:00,18.0,,,,,
4364,BX9,2018-04-09 21:00:00,12.8,,,,,
4365,BX1,2018-04-09 21:00:00,,,35.5,,,
4366,TH4,2018-04-09 21:00:00,8.8,12.5,36.3,,,
4367,ST5,2018-04-09 21:00:00,19.0,20.0,30.5,,,
4368,RB7,2018-04-09 21:00:00,17.0,,32.5,,,
4369,TD5,2018-04-09 21:00:00,18.0,,,,,
4370,CD1,2018-04-09 22:00:00,16.1,19.2,78.6,,,
4371,BL0,2018-04-09 22:00:00,9.3,11.6,55.5,,,
4372,GR4,2018-04-09 22:00:00,16.8,21.1,25.5,,,
4373,MY7,2018-04-09 22:00:00,9.5,13.8,,,,
4374,HV1,2018-04-09 22:00:00,14.3,17.8,20.7,,,
4375,GN3,2018-04-09 22:00:00,14.7,18.9,34.3,,,
4376,GR9,2018-04-09 22:00:00,19.6,29.1,90.2,,,
4377,LW2,2018-04-09 22:00:00,17.3,15.8,72.0,,,
4378,GN0,2018-04-09 22:00:00,19.7,19.4,71.9,,,
4379,KF1,2018-04-09 22:00:00,8.7,10.6,,,,
4380,CD9,2018-04-09 22:00:00,18.5,20.4,118.0,,,
4381,CT3,2018-04-09 22:00:00,14.0,21.6,44.3,,,
4382,CT2,2018-04-09 22:00:00,18.0,,,,,
4383,BX9,2018-04-09 22:00:00,14.3,,,,,
4384,BX1,2018-04-09 22:00:00,,,42.1,,,
4385,TH4,2018-04-09 22:00:00,11.9,18.9,39.7,,,
4386,ST5,2018-04-09 22:00:00,20.0,23.0,31.3,,,
4387,RB7,2018-04-09 22:00:00,16.0,,39.8,,,
4388,TD5,2018-04-09 22:00:00,11.5,,,,,
4389,CD1,2018-04-09 23:00:00,17.1,20.9,78.3,,,
4390,BL0,2018-04-09 23:00:00,13.2,18.1,56.4,,,
4391,GR4,2018-04-09 23:00:00,17.8,23.2,32.1,,,
4392,MY7,2018-04-09 23:00:00,14.0,18.9,,,,
4393,HV1,2018-04-09 23:00:00,11.5,16.0,18.1,,,
4394,GN3,2018-04-09 23:00:00,18.9,25.5,38.0,,,
4395,GR9,2018-04-09 23:00:00,20.0,32.2,86.9,,,
4396,LW2,2018-04-09 23:00:00,22.3,22.5,74.7,,,
4397,GN0,2018-04-09 23:00:00,21.9,22.8,77.3,,,
4398,KF1,2018-04-09 23:00:00,,,,,,
4399,CD9,2018-04-09 23:00:00,21.2,23.4,157.0,,,
4400,CT3,2018-04-09 23:00:00,20.0,23.4,47.8,,,
4401,CT2,2018-04-09 23:00:00,20.0,,,,,
4402,BX9,2018-04-09 23:00:00,18.0,,,,,
4403,BX1,2018-04-09 23:00:00,,,34.9,,,
4404,TH4,2018-04-09 23:00:00,16.4,23.3,44.5,,,
4405,ST5,2018-04-09 23:00:00,24.0,25.0,32.1,,,
4406,RB7,2018-04-09 23:00:00,16.0,,42.2,,,
4407,TD5,2018-04-09 23:00:00,14.9,,,,,
4408,CD1,2018-04-10 00:00:00,18.8,24.7,71.7,,,
4409,BL0,2018-04-10 00:00:00,17.0,21.4,58.9,,,
4410,GR4,2018-04-10 00:00:00,21.1,27.0,31.1,,,
4411,MY7,2018-04-10 00:00:00,12.8,23.2,,,,
4412,HV1,2018-04-10 00:00:00,13.8,18.0,17.2,,,
4413,GN3,2018-04-10 00:00:00,22.7,29.4,39.6,,,
4414,GR9,2018-04-10 00:00:00,25.2,37.5,78.3,,,
4415,LW2,2018-04-10 00:00:00,25.9,31.8,79.4,,,
4416,GN0,2018-04-10 00:00:00,25.8,30.4,70.0,,,
4417,KF1,2018-04-10 00:00:00,,,,,,
4418,CD9,2018-04-10 00:00:00,27.9,31.7,139.9,,,
4419,CT3,2018-04-10 00:00:00,19.0,27.8,51.6,,,
4420,CT2,2018-04-10 00:00:00,20.0,,,,,
4421,BX9,2018-04-10 00:00:00,18.5,,,,,
4422,BX1,2018-04-10 00:00:00,,,38.3,,,
4423,TH4,2018-04-10 00:00:00,16.5,24.5,45.7,,,
4424,ST5,2018-04-10 00:00:00,24.0,26.0,35.3,,,
4425,RB7,2018-04-10 00:00:00,22.0,,40.2,,,
4426,TD5,2018-04-10 00:00:00,21.0,,,,,
4427,CD1,2018-04-10 01:00:00,21.7,26.3,73.1,,,
4428,BL0,2018-04-10 01:00:00,17.1,23.1,61.2,,,
4429,GR4,2018-04-10 01:00:00,20.0,26.8,31.9,,,
4430,MY7,2018-04-10 01:00:00,16.6,21.3,,,,
4431,HV1,2018-04-10 01:00:00,20.4,23.0,20.9,,,
4432,GN3,2018-04-10 01:00:00,23.5,28.8,36.9,,,
4433,GR9,2018-04-10 01:00:00,23.9,33.8,76.2,,,
4434,LW2,2018-04-10 01:00:00,30.9,33.9,78.4,,,
4435,GN0,2018-04-10 01:00:00,21.5,23.4,58.1,,,
4436,KF1,2018-04-10 01:00:00,,,,,,
4437,CD9,2018-04-10 01:00:00,25.5,28.0,132.2,,,
4438,CT3,2018-04-10 01:00:00,26.0,25.4,50.4,,,
4439,CT2,2018-04-10 01:00:00,25.0,,,,,
4440,BX9,2018-04-10 01:00:00,21.7,,,,,
4441,BX1,2018-04-10 01:00:00,,,27.1,,,
4442,TH4,2018-04-10 01:00:00,16.2,21.7,45.0,,,
4443,ST5,2018-04-10 01:00:00,19.0,25.0,37.2,,,
4444,RB7,2018-04-10 01:00:00,20.0,,36.9,,,
4445,TD5,2018-04-10 01:00:00,21.9,,,,,
4446,CD1,2018-04-10 02:00:00,24.7,28.2,78.5,,,
4447,BL0,2018-04-10 02:00:00,23.2,29.4,61.0,,,
4448,GR4,2018-04-10 02:00:00,25.1,26.8,26.0,,,
4449,MY7,2018-04-10 02:00:00,17.7,29.0,,,,
4450,HV1,2018-04-10 02:00:00,20.0,25.9,28.9,,,
4451,GN3,2018-04-10 02:00:00,27.4,40.8,51.6,,,
4452,GR9,2018-04-10 02:00:00,24.1,43.4,72.6,,,
4453,LW2,2018-04-10 02:00:00,28.4,42.1,69.6,,,
4454,GN0,2018-04-10 02:00:00,36.0,35.2,58.0,,,
4455,KF1,2018-04-10 02:00:00,,,,,,
4456,CD9,2018-04-10 02:00:00,21.9,33.9,,,,
4457,CT3,2018-04-10 02:00:00,28.0,35.4,50.8,,,
4458,CT2,2018-04-10 02:00:00,27.0,,,,,
4459,BX9,2018-04-10 02:00:00,25.9,,,,,
4460,BX1,2018-04-10 02:00:00,,,26.9,,,
4461,TH4,2018-04-10 02:00:00,27.8,36.7,50.4,,,
4462,ST5,2018-04-10 02:00:00,22.0,32.0,40.1,,,
4463,RB7,2018-04-10 02:00:00,30.0,,30.1,,,
4464,TD5,2018-04-10 02:00:00,27.5,,,,,
4465,CD1,2018-04-10 03:00:00,32.6,43.2,87.1,,,
4466,BL0,2018-04-10 03:00:00,28.9,39.7,62.2,,,
4467,GR4,2018-04-10 03:00:00,25.8,31.4,33.6,,,
4468,MY7,2018-04-10 03:00:00,25.8,44.2,,,,
4469,HV1,2018-04-10 03:00:00,18.6,23.8,22.8,,,
4470,GN3,2018-04-10 03:00:00,24.8,34.7,46.9,,,
4471,GR9,2018-04-10 03:00:00,26.6,40.9,68.7,,,
4472,LW2,2018-04-10 03:00:00,27.5,46.1,69.1,,,
4473,GN0,2018-04-10 03:00:00,23.7,30.9,56.2,,,
4474,KF1,2018-04-10 03:00:00,,,,,,
4475,CD9,2018-04-10 03:00:00,25.3,42.0,112.1,,,
4476,CT3,2018-04-10 03:00:00,35.0,52.2,52.0,,,
4477,CT2,2018-04-10 03:00:00,39.0,,,,,
4478,BX9,2018-04-10 03:00:00,27.0,,,,,
4479,BX1,2018-04-10 03:00:00,,,27.0,,,
4480,TH4,2018-04-10 03:00:00,29.6,44.5,51.2,,,
4481,ST5,2018-04-10 03:00:00,27.0,33.0,32.6,,,
4482,RB7,2018-04-10 03:00:00,23.0,,30.2,,,
4483,TD5,2018-04-10 03:00:00,30.5,,,,,
4484,CD1,2018-04-10 04:00:00,31.3,43.2,76.9,,,
4485,BL0,2018-04-10 04:00:00,27.8,39.6,51.6,,,
4486,GR4,2018-04-10 04:00:00,22.7,23.3,27.5,,,
4487,MY7,2018-04-10 04:00:00,22.2,39.0,,,,
4488,HV1,2018-04-10 04:00:00,16.0,18.2,17.9,,,
4489,GN3,2018-04-10 04:00:00,21.7,29.5,42.7,,,
4490,GR9,2018-04-10 04:00:00,25.4,35.9,62.7,,,
4491,LW2,2018-04-10 04:00:00,26.7,34.9,64.9,,,
4492,GN0,2018-04-10 04:00:00,28.9,31.6,64.3,,,
4493,KF1,2018-04-10 04:00:00,,,,,,
4494,CD9,2018-04-10 04:00:00,31.2,59.7,116.6,,,
4495,CT3,2018-04-10 04:00:00,42.0,56.2,46.5,,,
4496,CT2,2018-04-10 04:00:00,38.0,,,,,
4497,BX9,2018-04-10 04:00:00,22.5,,,,,
4498,BX1,2018-04-10 04:00:00,,,26.6,,,
4499,TH4,2018-04-10 04:00:00,26.2,41.1,58.7,,,
4500,ST5,2018-04-10 04:00:00,22.0,32.0,30.3,,,
4501,RB7,2018-04-10 04:00:00,30.0,20.2,29.9,,,
4502,TD5,2018-04-10 04:00:00,31.4,,,,,
4503,CD1,2018-04-10 05:00:00,24.6,34.2,60.6,,,
4504,BL0,2018-04-10 05:00:00,20.1,32.3,47.2,,,
4505,GR4,2018-04-10 05:00:00,20.8,24.9,34.1,,,
4506,MY7,2018-04-10 05:00:00,24.6,36.8,,,,
4507,HV1,2018-04-10 05:00:00,16.0,20.1,18.1,,,
4508,GN3,2018-04-10 05:00:00,23.3,30.5,51.6,,,
4509,GR9,2018-04-10 05:00:00,20.0,32.0,68.6,,,
4510,LW2,2018-04-10 05:00:00,23.1,30.4,61.6,,,
4511,GN0,2018-04-10 05:00:00,25.9,28.4,59.2,,,
4512,KF1,2018-04-10 05:00:00,,,,,,
4513,CD9,2018-04-10 05:00:00,24.5,48.8,108.6,,,
4514,CT3,2018-04-10 05:00:00,31.0,45.6,43.9,,,
4515,CT2,2018-04-10 05:00:00,24.0,,,,,
4516,BX9,2018-04-10 05:00:00,20.4,,,,,
4517,BX1,2018-04-10 05:00:00,,,26.0,,,
4518,TH4,2018-04-10 05:00:00,23.4,36.5,44.6,,,
4519,ST5,2018-04-10 05:00:00,24.0,30.0,34.6,,,
4520,RB7,2018-04-10 05:00:00,22.0,26.2,32.5,,,
4521,TD5,2018-04-10 05:00:00,24.5,,,,,
4522,CD1,2018-04-10 06:00:00,22.2,29.0,61.2,,,
4523,BL0,2018-04-10 06:00:00,,,,,,
